RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited,eligible,active,country
2386,15728352,Yermakov,623,Male,27,4,120509.81,1,142170.44,0,false,false,Spain
2397,15732476,Ifeanyichukwu,600,Female,27,3,0.0,2,125698.97,0,false,true,Spain
2409,15754112,Musgrove,653,Male,55,7,0.0,2,41967.03,0,true,true,Spain
2416,15574886,Palerma,706,Male,32,6,94486.47,1,146949.74,0,false,false,Spain
2419,15603914,Arcuri,614,Male,40,6,0.0,1,20339.79,1,true,false,Spain
2445,15572461,Kung,663,Female,29,4,102714.65,2,21170.81,0,false,false,Spain
2448,15715769,Hao,621,Male,26,2,75237.54,1,44220.4,0,true,true,Spain
2458,15641629,P'eng,537,Female,38,1,0.0,2,41233.97,0,true,false,Spain
2460,15756920,Genovesi,576,Male,63,9,70655.48,1,78955.8,1,false,true,Spain
2468,15716518,Yuryeva,617,Female,27,4,0.0,2,190269.21,0,true,true,Spain
2469,15742210,Ugochukwu,700,Male,38,9,65962.63,1,100950.48,0,true,false,Spain
2470,15630617,Lo Duca,727,Male,36,6,140418.81,1,113033.73,1,false,false,Spain
2474,15679249,Chou,351,Female,57,4,163146.46,1,169621.69,1,false,false,Spain
2484,15766896,Chieloka,750,Male,37,3,0.0,2,16870.2,0,false,false,Spain
2492,15764174,Bidencope,612,Female,26,4,0.0,2,179780.74,0,true,true,Spain
2503,15782659,Mamelu,527,Male,32,0,0.0,1,109523.88,0,true,true,Spain
2507,15679642,Feng,695,Male,44,8,0.0,2,70974.13,0,true,false,Spain
2508,15628007,Genovese,653,Male,33,1,0.0,2,53379.52,0,false,false,Spain
2509,15661974,Pirozzi,677,Male,46,2,57037.74,1,158531.01,0,false,true,Spain
2524,15742269,Milano,756,Female,24,1,0.0,2,184182.25,0,false,false,Spain
2529,15654106,K?,604,Male,26,8,149542.52,2,197911.52,0,false,true,Spain
2538,15723706,Abbott,573,Female,33,0,90124.64,1,137476.71,0,false,false,Spain
2550,15631240,Dubinina,645,Female,36,8,0.0,2,12096.61,1,true,false,Spain
2554,15732270,Hung,727,Male,71,8,0.0,1,198446.91,1,false,false,Spain
2555,15739357,Moss,756,Male,30,2,145127.85,1,7554.68,0,true,false,Spain
2559,15727021,Obialo,727,Female,30,8,119027.28,2,137903.54,0,false,false,Spain
2572,15652527,Champion,680,Male,44,7,108724.98,1,72330.46,0,true,false,Spain
2579,15704629,Wright,582,Female,32,1,116409.55,1,152790.92,0,false,false,Spain
2585,15754537,Ko,748,Male,40,0,0.0,1,60416.76,0,true,true,Spain
2608,15814209,Capon,814,Male,31,1,118870.92,1,101704.19,0,true,false,Spain
2613,15588446,Udinesi,550,Male,34,3,0.0,2,131281.28,0,false,true,Spain
2618,15602735,Kuo,692,Male,45,6,152296.83,4,108040.86,1,true,true,Spain
2623,15787026,Onwuatuegwu,627,Male,27,0,185267.45,2,77027.34,0,false,true,Spain
2624,15653696,Goliwe,515,Female,28,9,0.0,2,94141.75,0,false,false,Spain
2636,15688637,Witt,592,Female,27,4,0.0,2,183569.25,0,false,false,Spain
2638,15677435,Kazantseva,647,Female,29,0,98263.46,2,164717.95,0,false,true,Spain
2660,15679410,Caldwell,729,Female,62,4,140549.4,1,30990.16,1,false,true,Spain
2668,15591577,Moran,584,Male,35,3,146311.58,1,105443.47,0,false,true,Spain
2674,15574910,Ferguson,601,Male,50,2,115625.07,1,185855.21,0,true,true,Spain
2675,15756472,Odinakachukwu,804,Male,25,7,108396.67,1,128276.95,0,true,false,Spain
2693,15736274,Prokhorova,751,Male,31,8,0.0,2,17550.49,0,false,false,Spain
2700,15600103,Alexander,633,Female,29,8,104944.1,1,97684.46,0,false,false,Spain
2703,15670172,Padovesi,622,Female,30,4,107879.04,1,196894.62,0,false,false,Spain
2709,15667190,Yuan,630,Female,21,1,85818.18,1,133102.3,0,false,false,Spain
2713,15628170,Brown,565,Female,32,9,68067.24,1,143287.58,0,false,false,Spain
2718,15648702,Yuriev,775,Male,70,6,119684.88,2,74532.02,0,true,true,Spain
2727,15807045,Milanesi,829,Female,37,3,103457.76,1,1114.12,0,false,true,Spain
2728,15581748,Shen,754,Male,57,2,101134.87,2,70954.41,0,true,true,Spain
2740,15723894,Younger,625,Male,45,7,137555.44,1,124607.7,0,false,false,Spain
2750,15671124,Buccho,599,Male,25,6,120383.41,1,24903.09,0,false,true,Spain
2758,15566708,Chidalu,444,Female,45,4,0.0,2,161653.5,1,false,false,Spain
2789,15726589,Matveyev,540,Male,39,1,82531.11,1,114092.52,0,false,false,Spain
2796,15665110,Helena,515,Female,25,7,79543.59,1,38772.82,0,false,false,Spain
2803,15723299,Sorokina,774,Male,53,4,113709.28,1,153887.93,1,false,true,Spain
2811,15595388,Yeh,594,Female,30,10,0.0,2,124071.71,0,true,true,Spain
2825,15667938,Hurst,628,Male,32,9,149136.31,2,16402.11,0,false,false,Spain
2835,15649124,Fang,850,Male,30,9,121535.18,1,40313.47,0,true,true,Spain
2837,15768455,Young,679,Male,60,8,0.0,2,51380.9,0,false,false,Spain
2847,15674950,Ebelechukwu,544,Male,39,4,142406.43,2,146637.45,0,false,false,Spain
2855,15646609,Chao,748,Male,33,1,142645.43,1,69132.66,0,false,false,Spain
2860,15773503,Tsai,551,Male,32,4,0.0,2,53420.53,0,true,false,Spain
2865,15597033,Speight,708,Male,37,8,153366.13,1,26912.34,0,false,false,Spain
2866,15590228,Greenwalt,715,Male,21,6,76467.16,1,173511.72,0,true,true,Spain
2877,15585284,Thomson,604,Female,35,7,147285.52,1,57807.05,0,false,true,Spain
2881,15789425,Marsden,694,Female,37,8,98218.04,2,182354.46,1,false,false,Spain
2894,15719606,Rivers,657,Male,50,9,0.0,2,37171.46,0,true,false,Spain
2898,15664150,Holland,528,Female,29,9,170214.23,2,49284.0,0,true,true,Spain
2907,15600575,Padovano,802,Male,41,6,0.0,2,47322.05,0,false,false,Spain
2916,15617482,Milanesi,489,Female,52,1,131441.51,1,37240.11,1,true,true,Spain
2921,15714658,Yates,696,Female,33,4,0.0,2,73371.65,0,true,false,Spain
2923,15705113,P'an,685,Male,34,6,83264.28,1,9663.28,0,true,false,Spain
2925,15792818,Perry,499,Female,29,6,148051.52,1,118623.94,0,false,true,Spain
2926,15633531,Lavrov,717,Female,76,9,138489.66,1,68400.14,0,false,true,Spain
2927,15744529,Chiekwugo,510,Male,63,8,0.0,2,115291.86,0,false,false,Spain
2934,15713144,Ingrassia,588,Male,46,8,0.0,1,61931.21,0,true,true,Spain
2937,15671766,Enyinnaya,599,Male,44,10,118577.24,1,31448.52,0,false,true,Spain
2943,15715541,Yang,850,Female,42,9,113311.11,1,198193.75,0,true,false,Spain
2949,15694395,Ts'ui,620,Female,29,1,138740.24,2,154700.61,0,false,false,Spain
2953,15654901,Horton,733,Male,51,10,141556.96,1,130189.53,0,false,true,Spain
2954,15649136,Williamson,650,Female,43,6,0.0,2,16301.91,0,false,true,Spain
2959,15814004,Fyodorova,589,Male,29,2,0.0,2,98320.27,0,true,true,Spain
2965,15679760,Slattery,721,Male,46,1,115764.32,2,102950.79,0,false,true,Spain
2979,15595917,Mackay,580,Female,35,1,102097.33,1,168285.85,0,true,true,Spain
2993,15786993,Lung,810,Female,51,5,0.0,2,184524.74,0,false,false,Spain
2998,15756820,Fleming,655,Female,26,7,106198.5,1,32020.42,0,true,false,Spain
3003,15672091,Ulyanov,786,Female,32,2,104336.43,2,59559.81,0,false,true,Spain
3005,15706185,Clements,596,Male,47,5,140187.1,2,174311.3,0,true,false,Spain
3006,15789863,Kazakova,683,Male,39,4,0.0,2,171716.81,0,true,false,Spain
3032,15638963,Garran,678,Female,22,4,174852.89,1,28149.06,0,false,false,Spain
3050,15576219,Cameron,615,Male,32,4,0.0,2,6225.63,0,false,true,Spain
3057,15762605,Wall,685,Male,58,1,104796.54,1,154181.41,0,true,false,Spain
3058,15598840,Moretti,680,Male,33,1,123082.08,1,134960.98,0,false,false,Spain
3062,15757837,Kao,584,Male,33,3,88311.48,2,177651.38,0,false,true,Spain
3063,15697574,Stewart,582,Female,40,9,0.0,3,60954.45,0,false,false,Spain
3070,15570932,Pirozzi,666,Male,43,7,137780.74,2,119100.05,1,false,true,Spain
3076,15594577,De Luca,556,Male,35,10,0.0,2,192751.18,0,false,true,Spain
3077,15584114,Ogbonnaya,678,Female,43,2,153393.18,2,193828.27,0,false,true,Spain
3079,15685576,Degtyaryov,527,Female,36,6,0.0,2,102280.29,0,true,true,Spain
3080,15774727,Monaldo,757,Female,34,1,129398.01,2,44965.44,0,true,false,Spain
3087,15674206,Walker,716,Female,22,8,0.0,2,92606.98,0,false,false,Spain
3097,15745083,Lei,613,Male,59,8,91415.76,1,27965.0,1,false,false,Spain
3099,15628523,Chien,539,Female,24,3,0.0,2,198161.07,0,false,false,Spain
3105,15654230,Miller,526,Male,31,5,145537.21,1,132404.64,0,false,false,Spain
3125,15795224,Wu,760,Male,39,6,178585.46,1,67131.3,1,true,true,Spain
3126,15685346,Chu,736,Female,26,4,135889.13,1,165692.03,0,false,false,Spain
3130,15694453,Walker,631,Male,37,9,131519.49,2,51752.18,0,false,false,Spain
3133,15619407,Buckley,615,Male,39,4,133707.09,1,108152.75,0,false,false,Spain
3138,15772073,Hodge,664,Male,48,10,0.0,1,140173.17,1,false,true,Spain
3140,15736228,Chambers,645,Female,40,3,129596.77,1,103232.6,0,true,false,Spain
3141,15780572,Mansom,653,Male,30,4,0.0,2,120736.04,0,false,true,Spain
3148,15753102,Curtis,752,Male,44,6,83870.33,1,178722.24,0,true,true,Spain
3157,15569641,Sung,692,Female,41,8,130701.29,1,59354.24,1,false,false,Spain
3158,15815236,Chiganu,574,Male,34,5,0.0,2,28269.86,0,true,false,Spain
3185,15631070,Gerasimova,667,Male,55,9,154393.43,1,137674.96,1,false,true,Spain
3222,15619465,Cameron,555,Female,24,2,0.0,2,197866.55,0,false,true,Spain
3226,15785170,Neal,850,Female,32,0,116968.91,1,175094.62,0,false,true,Spain
3228,15639576,Burns,691,Male,26,9,136623.19,1,153228.0,0,false,true,Spain
3232,15587177,Lloyd,646,Male,36,6,124445.52,1,88481.32,0,false,true,Spain
3240,15776844,Hao,762,Female,19,6,0.0,2,55500.17,0,true,false,Spain
3255,15778368,Allan,552,Male,50,4,121175.56,1,117505.07,1,false,true,Spain
3257,15573926,Lung,735,Male,38,7,86131.71,2,93478.96,0,false,false,Spain
3258,15709183,Davidson,707,Female,58,3,102346.86,1,114672.64,0,false,false,Spain
3262,15768293,Sun,614,Male,51,3,0.0,2,5552.37,0,false,false,Spain
3273,15793890,Harriman,728,Female,59,4,0.0,1,163365.85,1,false,false,Spain
3277,15577806,Chiu,794,Female,54,1,75900.84,1,192154.66,0,true,true,Spain
3281,15715622,To Rot,583,Female,57,3,238387.56,1,147964.99,1,false,false,Spain
3282,15707634,Anenechukwu,775,Female,32,2,108698.96,2,161069.73,0,true,true,Spain
3284,15775335,Ellis,635,Female,48,4,81556.89,2,191914.37,0,false,true,Spain
3286,15627220,Kang,735,Female,43,9,98807.45,1,184570.04,1,false,false,Spain
3289,15807837,Mazzanti,640,Female,30,6,107499.7,1,187632.22,0,false,true,Spain
3297,15755018,Dickinson,568,Female,26,10,109819.16,2,154491.39,0,false,true,Spain
3299,15670587,Yang,558,Male,25,10,111363.1,2,197264.35,0,false,false,Spain
3300,15724527,Forbes,825,Male,34,9,0.0,2,31933.06,0,true,false,Spain
3303,15630113,Morphett,593,Male,35,4,161637.75,1,20008.46,0,true,false,Spain
3311,15746076,Saunders,506,Male,50,3,0.0,2,12016.79,0,true,false,Spain
3313,15605684,Phelan,664,Female,31,7,104158.84,1,134169.85,0,true,false,Spain
3314,15638988,Fu,684,Male,54,6,0.0,2,94888.6,0,true,true,Spain
3366,15764431,Chinwenma,671,Female,34,5,130929.02,4,28238.25,1,false,true,Spain
3374,15578251,Fang,644,Male,37,2,186347.97,2,92809.73,0,true,false,Spain
3380,15637178,Mishina,803,Female,45,7,0.0,2,128378.04,0,false,false,Spain
3381,15601184,Abramovich,604,Female,26,3,0.0,2,155248.62,0,true,true,Spain
3398,15691624,Chidiebere,820,Male,33,2,132150.26,2,23067.97,0,true,false,Spain
3405,15576928,Walsh,573,Female,23,2,0.0,1,122964.18,0,true,false,Spain
3434,15696514,Calabrese,587,Female,37,6,104414.03,1,192026.02,0,true,false,Spain
3441,15745605,Trevisan,722,Female,47,2,88011.4,1,90655.94,1,true,true,Spain
3444,15606755,Moretti,597,Female,46,4,0.0,2,58667.16,1,false,true,Spain
3445,15801699,Fishbourne,436,Male,43,5,0.0,2,35687.43,0,false,true,Spain
3450,15705777,Real,710,Male,49,10,129164.88,1,193266.72,0,false,false,Spain
3454,15737521,Ball,619,Male,40,9,103604.31,2,140947.05,0,false,false,Spain
3458,15713370,Hunter,657,Male,36,8,188241.05,2,183058.51,1,true,false,Spain
3463,15713596,Ugochukwu,428,Female,62,1,107735.93,1,58381.77,0,false,false,Spain
3478,15701908,Nina,623,Female,40,7,0.0,1,25904.12,0,true,false,Spain
3496,15787161,Pisani,591,Male,46,4,129269.27,1,163504.33,0,true,true,Spain
3503,15660505,Romani,735,Male,46,2,106344.95,1,114371.33,1,true,false,Spain
3507,15806511,Berry,445,Male,45,10,0.0,2,90977.48,0,false,true,Spain
3508,15608166,Fallaci,761,Male,36,9,127637.92,1,81062.93,0,true,false,Spain
3518,15757821,Burgess,771,Male,18,1,0.0,2,41542.95,0,true,true,Spain
3524,15766746,Darwin,835,Male,35,6,127120.07,1,28707.69,0,false,false,Spain
3525,15700383,Uvarova,763,Female,35,7,115651.6,2,104706.29,0,true,false,Spain
3527,15795129,Gallo,799,Female,30,9,0.0,2,136827.96,0,false,true,Spain
3553,15730161,Marcelo,833,Female,39,3,0.0,2,1710.89,0,true,false,Spain
3555,15662865,Storey,658,Male,36,1,0.0,2,84927.42,0,false,true,Spain
3579,15711618,Chang,704,Female,39,1,124640.51,1,116511.12,1,false,false,Spain
3581,15634359,Dyer,639,Female,41,5,98635.77,1,199970.74,0,true,true,Spain
3592,15621685,Davies,769,Male,29,2,123757.52,2,84872.66,0,true,false,Spain
3598,15671630,McMillan,796,Female,40,1,99745.95,1,177524.19,0,true,true,Spain
3610,15657868,Serra,850,Male,40,6,94607.08,1,36690.49,0,false,false,Spain
3613,15792151,Hamilton,635,Female,37,3,0.0,2,91086.73,0,true,true,Spain
3621,15763806,Astorga,773,Male,41,4,0.0,2,24924.92,0,false,true,Spain
3630,15738291,Nevzorova,671,Female,48,8,115713.84,2,83210.84,0,false,false,Spain
3637,15730469,Anenechi,663,Male,31,4,103430.11,2,36479.27,0,true,true,Spain
3641,15603665,Colombo,638,Female,39,0,122501.28,2,95007.8,0,false,true,Spain
3643,15569572,Sopuluchi,778,Male,42,6,0.0,2,106197.44,0,true,false,Spain
3652,15628999,Townsend,732,Male,79,10,61811.23,1,104222.8,0,true,false,Spain
3659,15661903,Hsia,699,Female,43,3,80764.03,1,199378.58,1,false,true,Spain
3671,15660809,Loving,850,Male,28,4,0.0,2,12409.01,0,false,false,Spain
3674,15606915,Genovese,764,Male,24,7,98148.61,1,26843.76,0,false,false,Spain
3682,15666270,Omeokachie,676,Female,40,2,147803.48,1,95181.06,1,false,false,Spain
3691,15654959,Hope,670,Male,67,6,158719.57,1,118607.4,0,false,true,Spain
3695,15609704,Mao,608,Female,33,4,0.0,1,79304.38,1,false,false,Spain
3704,15768451,MacDonald,739,Male,40,5,149131.03,3,60036.99,1,false,true,Spain
3719,15707551,Hutcheon,568,Male,30,8,73054.37,2,27012.0,0,false,false,Spain
3734,15713374,Jarvis,689,Male,67,9,157094.78,1,99490.01,0,true,true,Spain
3737,15607748,Bennett,498,Male,37,8,108432.88,2,14865.05,0,true,false,Spain
3746,15808334,Mackay,776,Female,37,1,93124.04,2,196079.32,0,true,false,Spain
3749,15738166,Hsu,596,Female,39,10,86546.29,1,131768.98,0,true,false,Spain
3758,15679284,Aksenov,593,Female,45,6,79259.75,1,55347.28,0,false,false,Spain
3761,15734970,White,835,Male,38,7,86824.09,1,175905.97,0,true,true,Spain
3763,15643042,Han,590,Female,40,2,117641.43,2,92198.05,0,true,true,Spain
3764,15773868,Belov,653,Female,37,3,125734.2,2,134625.09,1,false,false,Spain
3765,15615820,MacDonald,837,Male,49,8,103302.37,1,50974.57,0,true,true,Spain
3767,15724890,Cross,584,Male,36,4,82696.09,2,83058.14,0,false,true,Spain
3775,15691785,Findlay,850,Male,61,1,0.0,1,53067.83,1,true,true,Spain
3787,15728224,Kerr,710,Female,41,9,149155.53,2,42131.26,1,true,true,Spain
3799,15621834,Game,700,Female,43,0,0.0,2,59475.35,0,true,false,Spain
3807,15740383,Jimenez,594,Female,38,10,0.0,2,58332.91,0,false,true,Spain
3817,15602554,Vorobyova,664,Female,31,9,114519.57,2,79222.02,0,true,true,Spain
3827,15751774,Monnier,774,Male,76,4,112510.89,1,143133.18,0,false,true,Spain
3830,15744200,Ni,587,Female,36,1,70784.27,1,30579.82,0,false,false,Spain
3833,15653315,Kang,555,Female,35,1,0.0,2,101667.0,0,false,false,Spain
3836,15670859,Smith,718,Female,39,7,93148.74,2,190746.38,0,false,false,Spain
3840,15806230,Trevisano,629,Male,40,2,121647.54,2,64849.74,1,false,false,Spain
3843,15717185,Udinese,711,Male,28,8,0.0,2,64286.39,0,true,false,Spain
3845,15568915,Bailey,681,Male,38,6,153722.47,1,101319.76,0,false,true,Spain
3856,15590344,Russell,708,Male,32,3,151691.44,2,172810.51,0,true,true,Spain
3862,15615126,Cocci,780,Female,37,3,0.0,2,182156.81,1,false,false,Spain
3866,15729435,McKenzie,623,Male,40,6,0.0,2,66119.07,0,false,false,Spain
3871,15746341,Ejikemeifeuwa,630,Male,40,8,0.0,2,42495.81,0,false,true,Spain
3879,15653222,Otutodilichukwu,526,Female,32,6,131938.92,2,1795.93,0,false,false,Spain
3887,15720941,Tien,710,Male,34,8,147833.3,2,1561.58,0,false,false,Spain
3889,15576094,Sung,743,Male,71,0,0.0,2,29837.65,0,true,false,Spain
3893,15612455,Yao,549,Male,45,6,124240.93,1,146372.51,0,false,false,Spain
3896,15664734,T'ao,673,Female,25,3,108244.82,2,103573.96,0,false,false,Spain
3899,15750156,Yu,662,Male,59,2,104568.41,1,8059.44,1,true,false,Spain
3902,15714610,Alexeeva,575,Male,30,2,0.0,2,82222.86,0,true,true,Spain
3903,15720305,Power,591,Female,40,1,86376.29,1,136767.16,1,false,false,Spain
3904,15678129,Hill,643,Female,45,9,150840.03,2,155516.35,0,true,true,Spain
3906,15680436,Hsing,496,Female,29,4,0.0,2,164806.89,0,false,false,Spain
3909,15599004,Tsao,655,Male,37,1,0.0,1,106040.97,0,true,false,Spain
3914,15732266,Field,553,Male,53,5,127997.83,1,165378.66,1,true,true,Spain
3923,15614491,Lockyer,539,Male,39,3,139153.68,2,147662.33,0,false,true,Spain
3930,15658548,Ignatiev,646,Female,36,6,144773.29,2,53217.3,0,false,false,Spain
3931,15626008,Miller,622,Female,52,9,111973.97,1,162756.29,1,false,false,Spain
3936,15648362,Kennedy,728,Male,45,3,108924.33,2,84300.4,1,false,true,Spain
3939,15723717,Heath,483,Male,41,1,118334.44,1,163147.99,1,true,true,Spain
3942,15603170,Kang,654,Male,32,9,121455.65,1,190068.53,1,false,false,Spain
3944,15671915,Bowen,649,Male,46,5,0.0,2,76946.6,0,false,false,Spain
3945,15794792,Golubev,612,Female,31,8,117989.76,1,54129.86,0,true,false,Spain
3950,15717937,Gibbons,554,Male,43,5,99906.89,1,24983.39,0,true,false,Spain
3959,15640917,Tang,633,Male,43,5,0.0,2,48249.88,0,true,true,Spain
3961,15616811,MacDonald,535,Male,47,0,160729.1,1,145986.35,0,true,false,Spain
3971,15634310,Ko,509,Male,30,6,0.0,2,180598.86,0,false,true,Spain
3972,15790809,Lo Duca,685,Male,40,7,74896.92,1,198694.2,0,false,true,Spain
3977,15792180,Chiekwugo,566,Male,22,7,144954.75,2,102246.0,0,true,false,Spain
3982,15575676,Chung,638,Male,24,1,0.0,2,162597.15,0,true,true,Spain
3990,15714256,Gerasimov,666,Male,30,7,109805.3,1,163625.56,0,false,false,Spain
3992,15601659,Fiorentino,496,Female,59,7,91680.1,2,163141.18,1,true,true,Spain
4008,15645496,Seleznyova,648,Female,43,7,139972.18,1,143668.58,0,false,true,Spain
4013,15726814,Walton,554,Male,46,4,0.0,2,57320.92,0,false,true,Spain
4024,15629187,Titheradge,535,Male,38,8,85982.07,1,9238.35,0,false,true,Spain
4042,15742504,Azuka,593,Male,36,2,70181.48,2,80608.12,0,false,false,Spain
4065,15689886,Holden,626,Male,39,10,132287.92,3,51467.92,1,true,false,Spain
4080,15694601,Ankudinov,583,Female,31,4,158978.79,1,12538.92,0,true,true,Spain
4086,15627251,Tsui,520,Male,34,4,134007.9,1,193209.11,0,false,true,Spain
4090,15596979,Fang,662,Female,47,6,0.0,2,129392.75,0,false,true,Spain
4098,15663386,Tuan,597,Female,26,7,0.0,2,110253.2,0,false,true,Spain
4102,15589544,Wallis,673,Female,57,4,0.0,2,49684.09,0,false,true,Spain
4103,15772030,Coupp,662,Male,33,3,0.0,2,68064.83,0,true,true,Spain
4107,15741092,Ingram,671,Male,34,10,153360.02,1,140509.86,0,false,true,Spain
4111,15801630,Yen,558,Male,40,6,0.0,2,173844.89,0,false,false,Spain
4113,15763107,Little,700,Female,30,9,0.0,1,174971.64,0,false,true,Spain
4117,15748068,Boyle,571,Female,31,3,0.0,2,194667.92,0,true,true,Spain
4120,15588197,Endrizzi,670,Male,36,7,0.0,2,59571.5,0,false,true,Spain
4130,15810829,Macfarlan,618,Male,48,7,0.0,1,13921.82,1,true,true,Spain
4134,15667602,Cheng,704,Male,33,3,0.0,2,73018.74,0,false,false,Spain
4139,15714355,Sinclair,775,Male,32,8,121669.23,1,125898.39,0,true,true,Spain
4143,15609623,McConnell,637,Female,63,5,0.0,1,28092.77,1,false,false,Spain
4144,15711901,Iheatu,500,Male,45,2,109162.82,1,126145.08,0,true,true,Spain
4145,15779809,Giordano,655,Male,44,8,87471.63,1,188593.98,0,false,false,Spain
4155,15703437,Chinedum,726,Male,34,3,0.0,2,196288.46,0,true,false,Spain
4156,15708003,Aleksandrova,587,Male,41,8,85109.21,1,1557.82,0,false,true,Spain
4163,15673584,Bell,652,Female,74,5,0.0,2,937.15,0,true,false,Spain
4169,15690796,Chambers,516,Male,37,8,0.0,1,101834.58,0,true,false,Spain
4174,15747808,Ni,712,Male,29,3,102540.61,1,189680.79,0,true,true,Spain
4176,15693376,Baryshnikov,741,Male,43,0,0.0,2,2920.63,1,true,false,Spain
4177,15579808,Kramer,754,Female,39,8,129401.87,1,87684.93,0,true,true,Spain
4181,15569438,Mai,607,Male,36,10,106702.94,2,198313.69,0,true,false,Spain
4185,15635141,Miller,598,Male,59,8,118210.42,2,60192.14,1,false,false,Spain
4186,15642570,Scott,675,Male,35,8,0.0,2,29062.25,0,false,true,Spain
4189,15786153,McKenzie,644,Male,47,9,137774.11,2,151902.78,0,false,false,Spain
4194,15802362,Newland,550,Male,45,0,0.0,2,70399.71,0,true,true,Spain
4200,15587596,Morrison,628,Female,39,8,107553.33,1,117523.41,0,true,false,Spain
4203,15757588,Wright,526,Male,30,9,0.0,2,100995.68,0,false,true,Spain
4228,15789941,Yevseyev,633,Female,36,6,125130.28,1,125961.48,0,false,true,Spain
4232,15778947,Sullivan,628,Male,36,3,0.0,2,8742.91,0,true,false,Spain
4233,15632977,Hsiao,745,Male,47,5,0.0,2,145789.71,0,false,false,Spain
4237,15669945,Jackson,492,Male,35,4,141359.37,2,39519.53,0,false,false,Spain
4241,15736730,Soto,634,Female,45,2,0.0,1,143458.31,0,false,true,Spain
4245,15684908,Davidson,540,Male,64,1,91869.69,1,95421.0,0,false,false,Spain
4249,15703292,Chimezie,573,Male,26,8,86270.93,2,90177.3,0,true,false,Spain
4260,15664808,Nicoll,790,Female,37,3,0.0,3,98897.32,0,true,false,Spain
4276,15763895,Hung,536,Male,32,7,178011.5,2,22375.14,0,true,true,Spain
4278,15797910,Zetticci,775,Male,51,2,123783.25,1,134901.57,0,false,true,Spain
4281,15740527,Lai,766,Female,62,7,142724.48,1,5893.23,1,false,true,Spain
4300,15711991,Chiawuotu,615,Male,30,8,0.0,2,3183.15,0,false,false,Spain
4319,15803685,Greco,673,Female,77,10,76510.52,2,59595.66,0,false,true,Spain
4326,15727489,Madueke,567,Female,45,1,157320.51,1,62193.92,0,true,true,Spain
4333,15771543,Tu,507,Male,31,2,134237.07,1,166423.66,1,true,false,Spain
4337,15771742,Boyle,580,Male,38,9,115442.19,2,128481.5,1,false,false,Spain
4338,15642160,Milanesi,850,Male,38,5,0.0,2,16491.64,0,false,false,Spain
4357,15693326,Whitehouse,641,Female,42,7,125437.14,2,164128.58,0,false,false,Spain
4370,15781495,Munro,662,Female,22,2,126362.57,2,97382.8,0,false,true,Spain
4372,15714391,Lai,563,Female,35,2,183572.84,1,66006.75,1,false,true,Spain
4400,15572547,Vaguine,670,Female,45,9,104930.38,1,155921.81,1,true,true,Spain
4414,15596575,Vale,615,Male,39,5,113193.51,2,52166.25,0,false,true,Spain
4434,15724099,Udinese,674,Male,26,6,166257.96,1,149369.41,0,true,true,Spain
4437,15664498,Golovanov,508,Male,26,7,205962.0,1,156424.4,0,true,false,Spain
4466,15579914,Garcia,633,Male,30,2,109786.82,2,139712.81,0,false,false,Spain
4472,15642824,Onyekaozulu,826,Female,56,8,174506.1,2,161802.82,1,false,true,Spain
4484,15774192,Miller,539,Female,38,8,105435.74,1,80575.44,1,false,false,Spain
4495,15717138,Watson,850,Male,31,6,82613.56,2,149170.92,0,false,true,Spain
4505,15788930,Silva,761,Male,37,7,132730.17,1,199293.01,0,false,false,Spain
4510,15610930,Kwemto,572,Female,35,1,139979.07,1,185662.84,0,false,true,Spain
4512,15568006,Ukaegbunam,634,Female,45,2,0.0,4,101039.53,1,false,true,Spain
4516,15761654,Boni,726,Male,30,8,134152.29,1,147822.44,0,false,false,Spain
4526,15612633,Kao,581,Male,43,9,78022.61,1,30662.91,0,false,false,Spain
4548,15672152,Grant,850,Male,37,9,122506.38,1,199693.84,1,false,false,Spain
4553,15655648,Bock,610,Female,25,2,0.0,2,123723.83,0,true,false,Spain
4561,15694518,Kodilinyechukwu,624,Female,36,0,0.0,2,111605.9,0,true,false,Spain
4563,15795895,Yermakova,678,Male,36,1,117864.85,2,27619.06,0,true,false,Spain
4564,15694376,Sullivan,705,Female,64,3,153469.26,3,146573.66,1,true,true,Spain
4565,15669204,Grant,650,Male,23,4,93911.3,2,69055.45,0,false,true,Spain
4575,15739514,Preston,659,Female,32,9,0.0,2,93155.75,0,true,false,Spain
4578,15703979,Evans,580,Male,39,3,119688.81,1,137041.26,0,true,false,Spain
4581,15791842,Johnstone,478,Female,32,6,71187.24,1,110593.62,0,true,true,Spain
4585,15589666,Sorokina,595,Female,39,9,136422.41,1,151757.81,0,false,true,Spain
4590,15611961,Stewart,615,Male,35,7,0.0,2,150784.29,0,true,false,Spain
4598,15677105,Rossi,706,Female,46,4,105214.58,1,108699.59,1,true,false,Spain
4600,15624451,Huddart,641,Female,38,3,0.0,2,116466.19,0,true,true,Spain
4602,15571666,Shaw,642,Male,30,8,134497.27,1,43250.54,0,true,true,Spain
4617,15758136,King,778,Male,37,3,141803.77,1,179421.84,0,false,false,Spain
4621,15798960,Meng,680,Male,33,2,108393.35,1,39057.67,0,true,false,Spain
4622,15698664,Liang,567,Male,43,2,115643.58,2,174606.35,0,true,false,Spain
4629,15788151,Moore,650,Male,32,1,132187.73,2,178331.36,0,true,false,Spain
